Matthew Mains	G/W Aggro	2014-09-07	California	3rd	73269	Invitational Qualifier	Standard
Ryan Simmons	B/g Devotion	2014-09-07	California	4th	73267	Invitational Qualifier	Standard
Ryan Webb	G/R Devotion	2014-09-07	California	5th	73268	Invitational Qualifier	Standard
Kenneth Quinn	G/W Aggro	2014-09-07	California	6th	73266	Invitational Qualifier	Standard
Navid Jannati	Jund Rabble	2014-09-07	California	7th	73265	Invitational Qualifier	Standard
James Rutherford	R/B Aggro	2014-09-07	California	8th	73264	Invitational Qualifier	Standard
Vincent Lanceford	Mardu Midrange	2014-09-27	Duluth	1st	73479	Invitational Qualifier	Standard
Alex Hon	Abzan Midrange	2014-09-27	Duluth	2nd	73480	Invitational Qualifier	Standard
Heath Arnold	Rabble Red	2014-09-27	Duluth	3rd	73478	Invitational Qualifier	Standard
Joseph Freeman	Rabble Red	2014-09-27	Duluth	4th	73477	Invitational Qualifier	Standard
Robert McGinnins	Mono-Green Devotion	2014-09-27	Duluth	5th	73476	Invitational Qualifier	Standard
Acqucer Hill	Abzan Midrange	2014-09-27	Duluth	6th	73474	Invitational Qualifier	Standard
Samir Black	G/B Graveyard	2014-09-27	Duluth	7th	73475	Invitational Qualifier	Standard
David Ortiz	U/W Aggro	2014-09-27	Duluth	8th	73473	Invitational Qualifier	Standard
Nathan Koerschner	G/R Devotion	2014-09-27	Asheville	1st	73488	Invitational Qualifier	Standard
Chris Laws	Mono-Green Devotion	2014-09-27	Asheville	2nd	73487	Invitational Qualifier	Standard
Joseph Herrera	Abzan Midrange	2014-09-27	Asheville	3rd	73486	Invitational Qualifier	Standard
Randy Phillips	Rabble Red	2014-09-27	Asheville	4th	73484	Invitational Qualifier	Standard
Ryan Bragg	Jeskai Control	2014-09-27	Asheville	5th	73485	Invitational Qualifier	Standard
Jacob Ray	Jeskai Tempo	2014-09-27	Asheville	6th	73483	Invitational Qualifier	Standard
Frank Green	Temur Monsters	2014-09-27	Asheville	7th	73482	Invitational Qualifier	Standard
Houston Norton	Sultai	2014-09-27	Asheville	8th	73481	Invitational Qualifier	Standard
Adam Ramsay	Jeskai Control	2014-09-13	Littleton	1st	73523	Invitational Qualifier	Standard
juan marcano	Boss Sligh	2014-09-13	Littleton	2nd	73522	Invitational Qualifier	Standard
adam zaugg	G/b Devotion	2014-09-13	Littleton	3rd	73521	Invitational Qualifier	Standard
James Alcorn	Sultai Planeswalkers	2014-09-13	Littleton	4th	73520	Invitational Qualifier	Standard
Robert Hutchison	B/W Midrange	2014-09-13	Littleton	5th	73519	Invitational Qualifier	Standard
Kevin Peterson	Mono-Blue Devotion	2014-09-13	Littleton	6th	73518	Invitational Qualifier	Standard
Brandon Nelson	RUG Chord	2014-09-13	Littleton	7th	73517	Invitational Qualifier	Standard
Conrad Quade	Mono-Blue Devotion	2014-09-13	Littleton	8th	73516	Invitational Qualifier	Standard
Matthew Seagura	Mono-Black Devotion	2014-09-13	Virginia Beach	1st	73539	Invitational Qualifier	Standard
Michael Craven	G/W Aggro	2014-09-13	Virginia Beach	2nd	73538	Invitational Qualifier	Standard
Chris Powell	U/W Aggro	2014-09-13	Virginia Beach	3rd	73537	Invitational Qualifier	Standard
Nicolas Phillips	R/W Burn	2014-09-13	Virginia Beach	4th	73536	Invitational Qualifier	Standard
Johnathan Martin	Mono-Blue Devotion	2014-09-13	Virginia Beach	5th	73535	Invitational Qualifier	Standard
Felix Elias	G/W Aggro	2014-09-13	Virginia Beach	6th	73534	Invitational Qualifier	Standard
Mike Warren	R/W Burn	2014-09-13	Virginia Beach	7th	73533	Invitational Qualifier	Standard
Grant Conder	U/W Control	2014-09-13	Virginia Beach	8th	73532	Invitational Qualifier	Standard
Pete Saunders	Jeskai Tempo	2014-09-28	Hatboro	1st	73597	Invitational Qualifier	Standard
Dan Tracy	R/G Monsters	2014-09-28	Hatboro	2nd	73598	Invitational Qualifier	Standard
Nick Diprinzio	Mono-Red Aggro	2014-09-28	Hatboro	3rd	73596	Invitational Qualifier	Standard
Evan Holmes	B/W Aggro	2014-09-28	Hatboro	4th	73595	Invitational Qualifier	Standard
Kellen Pastore	Mono-Red Aggro	2014-09-28	Hatboro	5th	73594	Invitational Qualifier	Standard
Joe Fasano	Esper Control	2014-09-28	Hatboro	6th	73607	Invitational Qualifier	Standard
Ben Finch	Abzan Midrange	2014-09-28	Hatboro	7th	73592	Invitational Qualifier	Standard
Dustin Jones	Jeskai Tempo	2014-09-28	Hatboro	8th	73593	Invitational Qualifier	Standard
Michael Kerby	G/B Devotion	2014-09-28	Roanoke	1st	73599	Invitational Qualifier	Standard
William Jennings	B/G Devotion	2014-09-28	Roanoke	2nd	73600	Invitational Qualifier	Standard
Justin Elkins	R/W Aggro	2014-09-28	Roanoke	3rd	73601	Invitational Qualifier	Standard
Aaron Napier	Mardu Midrange	2014-09-28	Roanoke	4th	73602	Invitational Qualifier	Standard
DJ Keesee	R/U Artifact Aggro	2014-09-28	Roanoke	5th	73603	Invitational Qualifier	Standard
James Colwell	Mono-Black Aggro	2014-09-28	Roanoke	6th	73604	Invitational Qualifier	Standard
Nick Miller	Mono-Black Aggro	2014-09-28	Roanoke	7th	73605	Invitational Qualifier	Standard
Damon Howell	Sultai Planeswalkers	2014-09-28	Roanoke	8th	73606	Invitational Qualifier	Standard
Brandon Hopson	Jeskai Tempo	2014-09-28	Bristol	1st	73608	Invitational Qualifier	Standard
Dylan Farmer	Sultai Ramp	2014-09-28	Bristol	2nd	73609	Invitational Qualifier	Standard
Mark Vicars	B/R Aggro	2014-09-28	Bristol	3rd	73610	Invitational Qualifier	Standard
Josh Cope	Abzan Midrange	2014-09-28	Bristol	4th	73614	Invitational Qualifier	Standard
Josh Hodder	Temur Midrange	2014-09-28	Bristol	5th	73615	Invitational Qualifier	Standard
Dusty Harris	Jund Monsters	2014-09-28	Bristol	6th	73613	Invitational Qualifier	Standard
Bobby Chadwell	Jeskai Tempo	2014-09-28	Bristol	7th	73612	Invitational Qualifier	Standard
Ricky Gross	Mono-Black Aggro	2014-09-28	Bristol	8th	73611	Invitational Qualifier	Standard
Troy Dutton	Mono-Red Aggro	2014-09-27	Tallahassee	1st	73616	Invitational Qualifier	Standard
Alek Pierce	Mardu Aggro	2014-09-27	Tallahassee	2nd	73494	Invitational Qualifier	Standard
Garrett Daley	Temur	2014-09-27	Tallahassee	3rd	73495	Invitational Qualifier	Standard
Dustin Flora	Naya Devotion	2014-09-27	Tallahassee	4th	73493	Invitational Qualifier	Standard
Kevin Bergener	Sultai	2014-09-27	Tallahassee	5th	73492	Invitational Qualifier	Standard
Wade Hamlett	B/W Midrange	2014-09-27	Tallahassee	6th	73491	Invitational Qualifier	Standard
Sam Stiyer	Mardu Control	2014-09-27	Tallahassee	7th	73490	Invitational Qualifier	Standard
Alex Smith	Abzan Midrange	2014-09-27	Tallahassee	8th	73489	Invitational Qualifier	Standard
Shane Campbell	Mardu Midrange	2014-09-27	Blue Springs	1st	73625	Invitational Qualifier	Standard
Dustin Patton	Abzan Midrange	2014-09-27	Blue Springs	2nd	73624	Invitational Qualifier	Standard
Chris Hodges	Mono-Black Aggro	2014-09-27	Blue Springs	3rd	73622	Invitational Qualifier	Standard
Matt Puls	Jeskai Tempo	2014-09-27	Blue Springs	4th	73623	Invitational Qualifier	Standard
Aaron Denney	Abzan Midrange	2014-09-27	Blue Springs	5th	73621	Invitational Qualifier	Standard
Jesus Tapia	G/R Monsters	2014-09-27	Blue Springs	6th	73620	Invitational Qualifier	Standard
Cody Johnson	Esper Control	2014-09-27	Blue Springs	7th	73619	Invitational Qualifier	Standard
Nick Marriot	Mono-Red Aggro	2014-09-27	Blue Springs	8th	73617	Invitational Qualifier	Standard
Chirayu Patel	G/W Aggro	2014-09-07	Mount Airy	1st	73633	Invitational Qualifier	Standard
Joesph Field	U/W Control	2014-09-07	Mount Airy	2nd	73632	Invitational Qualifier	Standard
Trent Garrett	Mono-Blue Devotion	2014-09-07	Mount Airy	3rd	73631	Invitational Qualifier	Standard
Bryan McCormack	Mono-Black Devotion	2014-09-07	Mount Airy	4th	73629	Invitational Qualifier	Standard
Neil Speas	Mono-Red Aggro	2014-09-07	Mount Airy	5th	73630	Invitational Qualifier	Standard
Wes Ford	Mono-Red Aggro	2014-09-07	Mount Airy	6th	73628	Invitational Qualifier	Standard
Randy Garrett	Mono-Red Aggro	2014-09-07	Mount Airy	7th	73627	Invitational Qualifier	Standard
Cory Cochron	Jund Monsters	2014-09-07	Mount Airy	8th	73626	Invitational Qualifier	Standard
Bryan Nikla	Esper Control	2014-09-06	Tampa	1st	73639	Invitational Qualifier	Standard
Nathan Kirchmeier	B/W Midrange	2014-09-06	Tampa	2nd	73640	Invitational Qualifier	Standard
Todd Schreier	Five-Color Slivers	2014-09-06	Tampa	3rd	73641	Invitational Qualifier	Standard
John Bolt	Mono-Blue Devotion	2014-09-06	Tampa	4th	73642	Invitational Qualifier	Standard
Ashley Sanders	Mono-Black Devotion	2014-09-06	Tampa	5th	73643	Invitational Qualifier	Standard
Eric Marich	Mono-Red Aggro	2014-09-06	Tampa	6th	73644	Invitational Qualifier	Standard
Elijah Jackson	B/W Midrange	2014-09-06	Tampa	7th	73645	Invitational Qualifier	Standard
Eric Hodges	B/W Enchantments	2014-09-06	Tampa	8th	73646	Invitational Qualifier	Standard
George Stone	G/W Aggro	2014-09-06	Colorado Springs	1st	73647	Invitational Qualifier	Standard
Vince Tolfa	Abzan Midrange	2014-09-06	Colorado Springs	2nd	73648	Invitational Qualifier	Standard
Will Jones	G/B Devotion	2014-09-06	Colorado Springs	3rd	73649	Invitational Qualifier	Standard
Matthew Riecks	Jund Monsters	2014-09-06	Colorado Springs	4th	73650	Invitational Qualifier	Standard
Devin Solano	Mono-Red Aggro	2014-09-06	Colorado Springs	5th	73651	Invitational Qualifier	Standard
Jon Jarrell	Mono-Blue Devotion	2014-09-06	Colorado Springs	6th	73652	Invitational Qualifier	Standard
Michael Donahue	R/W Aggro	2014-09-06	Colorado Springs	7th	73653	Invitational Qualifier	Standard
Brian Lanning	Mono-Red Aggro	2014-09-06	Colorado Springs	8th	73654	Invitational Qualifier	Standard
Justin McPherson	R/W Aggro	2014-09-14	Lutherville/Timonium	1st	73661	Invitational Qualifier	Standard
Brian Seipp	R/W Aggro	2014-09-14	Lutherville/Timonium	2nd	73662	Invitational Qualifier	Standard
Shawn Tappen	Jund Monsters	2014-09-14	Lutherville/Timonium	3rd	73663	Invitational Qualifier	Standard
Donquita Felton	B/W Midrange	2014-09-14	Lutherville/Timonium	5th	73665	Invitational Qualifier	Standard
Brett Krodel	Mono-Blue Devotion	2014-09-14	Lutherville/Timonium	6th	73666	Invitational Qualifier	Standard
Jacob Rossman	B/W Midrange	2014-09-14	Lutherville/Timonium	7th	73667	Invitational Qualifier	Standard
Darryn Felton	Jeskai Control	2014-09-14	Lutherville/Timonium	8th	73668	Invitational Qualifier	Standard
Gerron Dudley	U/W Control	2014-09-14	Kansas City	1st	73669	Invitational Qualifier	Standard
josh pihl	Mono-Red Aggro	2014-09-14	Kansas City	2nd	73670	Invitational Qualifier	Standard
Alex Copowycz	Jund Monsters	2014-09-14	Kansas City	3rd	73671	Invitational Qualifier	Standard
Nelson Lopez	Mono-Black Devotion	2014-09-14	Kansas City	4th	73672	Invitational Qualifier	Standard
Cody Johnson	B/W Midrange	2014-09-14	Kansas City	5th	73673	Invitational Qualifier	Standard
Justin Bell	G/W Aggro	2014-09-14	Kansas City	6th	73674	Invitational Qualifier	Standard
Jeremy Gregory	R/W Aggro	2014-09-14	Kansas City	7th	73675	Invitational Qualifier	Standard
Nick Marriot	Jund Monsters	2014-09-14	Kansas City	8th	73676	Invitational Qualifier	Standard
Raid Alawar	B/W Midrange	2014-09-13	Tacoma	1st	73677	Invitational Qualifier	Standard
Raid Alawar	B/W Midrange	2014-09-13	Tacoma	1st	73882	Invitational Qualifier	Standard
Harrison Hite	B/W Midrange	2014-09-13	Tacoma	2nd	73883	Invitational Qualifier	Standard
Harrison Hite	B/W Midrange	2014-09-13	Tacoma	2nd	73678	Invitational Qualifier	Standard
Wesley Higbee	Jund Planeswalkers	2014-09-13	Tacoma	3rd	73884	Invitational Qualifier	Standard
Wesley Higbee	Jund Monsters	2014-09-13	Tacoma	3rd	73679	Invitational Qualifier	Standard
Tony Morelles	Jund Planeswalkers	2014-09-13	Tacoma	4th	73885	Invitational Qualifier	Standard
Tony Morelles	Jund Monsters	2014-09-13	Tacoma	4th	73680	Invitational Qualifier	Standard
Allion Salvador	B/W Midrange	2014-09-13	Tacoma	5th	73681	Invitational Qualifier	Standard
Allion Salvador	B/W Midrange	2014-09-13	Tacoma	5th	73886	Invitational Qualifier	Standard
David McKay	B/G Devotion	2014-09-13	Tacoma	6th	73682	Invitational Qualifier	Standard
David McKay	B/G Devotion	2014-09-13	Tacoma	6th	73893	Invitational Qualifier	Standard
Nick Besabe	Mono-Red Aggro	2014-09-13	Tacoma	7th	73894	Invitational Qualifier	Standard
Nick Besabe	Mono-Red Aggro	2014-09-13	Tacoma	7th	73683	Invitational Qualifier	Standard
Thomas Overton	Mono-Red Aggro	2014-09-13	Tacoma	8th	73684	Invitational Qualifier	Standard
Thomas Overton	Mono-Red Aggro	2014-09-13	Tacoma	8th	73895	Invitational Qualifier	Standard
Brandon Larry	Abzan Midrange	2014-09-27	Frankfort	1st	73692	Invitational Qualifier	Standard
Craig Bargo	Abzan Midrange	2014-09-27	Frankfort	2nd	73691	Invitational Qualifier	Standard
Phillip Stacy	Temur Midrange	2014-09-27	Frankfort	3rd	73690	Invitational Qualifier	Standard
Ameer Smith	G/U Devotion	2014-09-27	Frankfort	4th	73689	Invitational Qualifier	Standard
Aaron Carpenter	Jund Monsters	2014-09-27	Frankfort	5th	73688	Invitational Qualifier	Standard
Chuckie Davis	G/U Devotion	2014-09-27	Frankfort	6th	73687	Invitational Qualifier	Standard
Sinjin Mullins	Sultai Midrange	2014-09-27	Frankfort	7th	73686	Invitational Qualifier	Standard
Justin Peavler	Temur Midrange	2014-09-27	Frankfort	8th	73685	Invitational Qualifier	Standard
Teddy Clarke	G/R Devotion	2014-09-28	Pensacola	1st	73716	Invitational Qualifier	Standard
Greg Hammac	Jeskai Tempo	2014-09-28	Pensacola	2nd	73717	Invitational Qualifier	Standard
Matt Laird	Abzan Midrange	2014-09-28	Pensacola	3rd	73731	Invitational Qualifier	Standard
Chris Encinias	Jeskai Tempo	2014-09-28	Pensacola	4th	73715	Invitational Qualifier	Standard
Calvin Rarie	Mono-Green Devotion	2014-09-28	Pensacola	5th	73704	Invitational Qualifier	Standard
Travis Peek	Abzan Reanimator	2014-09-28	Pensacola	6th	73705	Invitational Qualifier	Standard
Michael Malone	R/W Aggro	2014-09-28	Pensacola	7th	73706	Invitational Qualifier	Standard
Derrick Javier	G/R Devotion	2014-09-28	Pensacola	8th	73707	Invitational Qualifier	Standard
Carter Barge	Temur Midrange	2014-09-28	London	1st	73718	Invitational Qualifier	Standard
Andrew Difruscia	G/R Monsters	2014-09-28	London	2nd	73725	Invitational Qualifier	Standard
Richard Linton	Temur Midrange	2014-09-28	London	3rd	73723	Invitational Qualifier	Standard
Ethan Weber	G/R Devotion	2014-09-28	London	4th	73724	Invitational Qualifier	Standard
Matt Dundas	Mono-Black Aggro	2014-09-28	London	5th	73722	Invitational Qualifier	Standard
Matt Hoyt	G/R Devotion	2014-09-28	London	6th	73721	Invitational Qualifier	Standard
John Goldsworthy	Jeskai Tempo	2014-09-28	London	7th	73720	Invitational Qualifier	Standard
Ben Kirk	Temur Midrange	2014-09-28	London	8th	73719	Invitational Qualifier	Standard
Don Harris	Mono-Red Aggro	2014-09-13	Gulf Breeze	1st	73730	Invitational Qualifier	Standard
Jason Barhorst	R/G Monsters	2014-09-13	Gulf Breeze	2nd	73579	Invitational Qualifier	Standard
Greg Hammac	Boss Sligh	2014-09-13	Gulf Breeze	3rd	73570	Invitational Qualifier	Standard
Ulysses Lendor	Boss Sligh	2014-09-13	Gulf Breeze	4th	73578	Invitational Qualifier	Standard
Brandon Newman	R/W Burn	2014-09-13	Gulf Breeze	5th	73577	Invitational Qualifier	Standard
Warren Hastings	Jund Planeswalkers	2014-09-13	Gulf Breeze	6th	73576	Invitational Qualifier	Standard
Jared Coakley	Jund Planeswalkers	2014-09-13	Gulf Breeze	7th	73575	Invitational Qualifier	Standard
Ryan Knauff	Mono-Black Devotion	2014-09-13	Gulf Breeze	8th	73574	Invitational Qualifier	Standard
Charles Gindy	Naya Hexproof	2014-09-06	Jacksonville	1st	73762	Invitational Qualifier	Standard
Jim Casale	Jund Monsters	2014-09-06	Jacksonville	2nd	73763	Invitational Qualifier	Standard
Jason Bacon	Mono-Black Aggro	2014-09-06	Jacksonville	3rd	73760	Invitational Qualifier	Standard
Michael Ryan	Jund Monsters	2014-09-06	Jacksonville	4th	73761	Invitational Qualifier	Standard
Nick Poirier	Abzan Midrange	2014-09-06	Jacksonville	5th	73759	Invitational Qualifier	Standard
Ben Coer	Mono-Blue Devotion	2014-09-06	Jacksonville	6th	73758	Invitational Qualifier	Standard
Brandon Forehand	Jund Monsters	2014-09-06	Jacksonville	7th	73757	Invitational Qualifier	Standard
Paul Codner Kong Quee	Jund Monsters	2014-09-06	Jacksonville	8th	73756	Invitational Qualifier	Standard
Joshua Jordan	Mono-Green Devotion	2014-09-06	Bay City	1st	73773	Invitational Qualifier	Standard
Kyle Roe	Mono-Blue Devotion	2014-09-06	Bay City	2nd	73770	Invitational Qualifier	Standard
Kristopher Waugh	B/W Midrange	2014-09-06	Bay City	3rd	73769	Invitational Qualifier	Standard
Terrance Lutz	Naya Aggro	2014-09-06	Bay City	4th	73768	Invitational Qualifier	Standard
Akash Gupta	B/R Aggro	2014-09-06	Bay City	5th	73767	Invitational Qualifier	Standard
Michael Bloye	Mono-Green Devotion	2014-09-06	Bay City	6th	73766	Invitational Qualifier	Standard
Dan Francke	B/U Devotion	2014-09-06	Bay City	7th	73765	Invitational Qualifier	Standard
Ben Drayer	Esper Control	2014-09-06	Bay City	8th	73764	Invitational Qualifier	Standard
Billy Rice	B/G Devotion	2014-08-30	Panama City	1st	73783	Invitational Qualifier	Standard
Jonathan Marsh	B/W Midrange	2014-08-30	Panama City	2nd	73782	Invitational Qualifier	Standard
Christopher Brickey	Esper Midrange	2014-08-30	Panama City	3rd	73771	Invitational Qualifier	Standard
Ronnie Owens	B/R Devotion	2014-08-30	Panama City	4th	73781	Invitational Qualifier	Standard
David Mathis	Mono-Blue Devotion	2014-08-30	Panama City	5th	72709	Invitational Qualifier	Standard
Cliff Nelson	Slivers	2014-08-30	Panama City	6th	72708	Invitational Qualifier	Standard
Matthew Marks	Mono-Blue Devotion	2014-08-30	Panama City	7th	72707	Invitational Qualifier	Standard
Walter Walker	Rabble Red	2014-08-30	Panama City	8th	72706	Invitational Qualifier	Standard
Mike Hahn	Esper Control	2014-08-30	Duluth	1st	73784	Invitational Qualifier	Standard
Carter Norris	B/W Midrange	2014-08-30	Duluth	2nd	73785	Invitational Qualifier	Standard
Acqucer Hill	Abzan Planeswalkers	2014-08-30	Duluth	3rd	73786	Invitational Qualifier	Standard
James Hames	Jund Monsters	2014-08-30	Duluth	4th	73787	Invitational Qualifier	Standard
Zan Syed	R/W Devotion	2014-08-30	Duluth	5th	73788	Invitational Qualifier	Standard
Owain Jones	R/W Aggro	2014-08-30	Duluth	6th	73789	Invitational Qualifier	Standard
Samuel Dichiara	R/W Aggro	2014-08-30	Duluth	7th	73790	Invitational Qualifier	Standard
JD Umberson	G/B Midrange	2014-08-30	Duluth	8th	73791	Invitational Qualifier	Standard
Jason Morgan	Mono-Black Devotion	2014-08-30	Mason	1st	73792	Invitational Qualifier	Standard
Sheradan Martin	R/W Aggro	2014-08-30	Mason	2nd	73793	Invitational Qualifier	Standard
Jon Rose	Mono-White Aggro	2014-08-30	Mason	3rd	73794	Invitational Qualifier	Standard
Ryan Leeka	Mardu Midrange	2014-08-30	Mason	4th	73795	Invitational Qualifier	Standard
Kyle Palmer	B/W Midrange	2014-08-30	Mason	5th	73796	Invitational Qualifier	Standard
Andy Ferguson	B/U Aggro	2014-08-30	Mason	6th	73797	Invitational Qualifier	Standard
Erik Rose	Mono-Black Devotion	2014-08-30	Mason	7th	73798	Invitational Qualifier	Standard
Mike Growse	Mono-Green Devotion	2014-08-30	Mason	8th	73799	Invitational Qualifier	Standard
Bailey Watson	Jund Monsters	2014-09-07	CARY	1st	73808	Invitational Qualifier	Standard
Brad Theurer	Mono-Red Aggro	2014-09-07	CARY	2nd	73806	Invitational Qualifier	Standard
Geoffrey Drake	Jund Monsters	2014-09-07	CARY	3rd	73805	Invitational Qualifier	Standard
Peter Knepley	B/W Midrange	2014-09-07	CARY	4th	73804	Invitational Qualifier	Standard
John Nguyen	Mono-Blue Devotion	2014-09-07	CARY	5th	73803	Invitational Qualifier	Standard
Dylan Donegan	Mono-Blue Devotion	2014-09-07	CARY	6th	73801	Invitational Qualifier	Standard
HUNTER NANCE	U/W Devotion	2014-09-07	CARY	7th	73802	Invitational Qualifier	Standard
Ronald Wise	R/G Flamespeaker Aggro	2014-09-07	CARY	8th	73800	Invitational Qualifier	Standard
Doug Honeycutt	B/U Devotion	2014-09-07	Bristol	1st	73814	Invitational Qualifier	Standard
Rob Chapman	Jund Monsters	2014-09-07	Bristol	2nd	73815	Invitational Qualifier	Standard
Chris Yarbrough	Bant Control	2014-09-07	Bristol	3rd	73813	Invitational Qualifier	Standard
Jason Ford	G/W Aggro	2014-09-07	Bristol	4th	73812	Invitational Qualifier	Standard
Dustin Lafollette	Jund Planeswalkers	2014-09-07	Bristol	5th	73811	Invitational Qualifier	Standard
Danny Buckles	B/W Midrange	2014-09-07	Bristol	6th	73810	Invitational Qualifier	Standard
Mark Vicars	Mono-Blue Devotion	2014-09-07	Bristol	7th	73809	Invitational Qualifier	Standard
Brian Suiter	G/W Aggro	2014-09-07	Bristol	8th	73807	Invitational Qualifier	Standard
Matthew Johnson	Temur Midrange	2014-09-27	Vidor	1st	73822	Invitational Qualifier	Standard
Reed Alexander	Abzan Midrange	2014-09-27	Vidor	2nd	73820	Invitational Qualifier	Standard
John Armstrong	Mono-Red Aggro	2014-09-27	Vidor	3rd	73821	Invitational Qualifier	Standard
Clayton Estepp	Jeskai Tempo	2014-09-27	Vidor	4th	73818	Invitational Qualifier	Standard
Zackry LaFleur	R/W Midrange	2014-09-27	Vidor	5th	73819	Invitational Qualifier	Standard
David Bruno	Jeskai Tempo	2014-09-27	Vidor	6th	73817	Invitational Qualifier	Standard
Robbie Smith	Temur Midrange	2014-09-27	Vidor	7th	73816	Invitational Qualifier	Standard
Eric Weinzettle	Mono-Red Aggro	2014-09-27	Vidor	8th	73714	Invitational Qualifier	Standard
Michael Wu	B/R Aggro	2014-09-27	Lewisville	1st	73829	Invitational Qualifier	Standard
Daniel LeBlanc	Mono-Green Devotion	2014-09-27	Lewisville	2nd	73830	Invitational Qualifier	Standard
Jared Collier	Mono-Black Aggro	2014-09-27	Lewisville	3rd	73828	Invitational Qualifier	Standard
Chris Dearing	Abzan Midrange	2014-09-27	Lewisville	4th	73827	Invitational Qualifier	Standard
Preston May	W/U Heroic	2014-09-27	Lewisville	5th	73826	Invitational Qualifier	Standard
Michael Martinez	R/G Monsters	2014-09-27	Lewisville	6th	73825	Invitational Qualifier	Standard
Matt Miller	Temur Midrange	2014-09-27	Lewisville	7th	73824	Invitational Qualifier	Standard
Dale Montgomery	Mono-White Devotion	2014-09-27	Lewisville	8th	73823	Invitational Qualifier	Standard
Luke Anderson	Mono-White Aggro	2014-08-30	Staunton	1st	73831	Invitational Qualifier	Standard
Adam McAlister	Mono-Green Devotion	2014-08-30	Staunton	2nd	73832	Invitational Qualifier	Standard
Andrew Cocke	G/W Aggro	2014-08-30	Staunton	3rd	73833	Invitational Qualifier	Standard
Harlan Firer	G/W Aggro	2014-08-30	Staunton	4th	73834	Invitational Qualifier	Standard
Eric Osyda	B/U Devotion	2014-08-30	Staunton	5th	73835	Invitational Qualifier	Standard
James Andress	Jund Monsters	2014-08-30	Staunton	6th	73836	Invitational Qualifier	Standard
Chad Jamison	G/R Monsters	2014-08-30	Staunton	7th	73837	Invitational Qualifier	Standard
Ryan Neal	B/U Devotion	2014-08-30	Staunton	8th	73838	Invitational Qualifier	Standard
Kevin Jones	U/W Control	2014-09-13	Valley Stream	1st	73847	Invitational Qualifier	Standard
Terrence Campo	B/W Midrange	2014-09-13	Valley Stream	2nd	73848	Invitational Qualifier	Standard
Robert Elias	G/W Aggro	2014-09-13	Valley Stream	3rd	73849	Invitational Qualifier	Standard
Alexander Henriquez	Jund Planeswalkers	2014-09-13	Valley Stream	4th	73850	Invitational Qualifier	Standard
Jeremy Fain	Mono-Black Devotion	2014-09-13	Valley Stream	5th	73851	Invitational Qualifier	Standard
Jonah Gaynor	Mono-Red Aggro	2014-09-13	Valley Stream	6th	73852	Invitational Qualifier	Standard
David Beaudre	G/W Aggro	2014-09-13	Valley Stream	7th	73853	Invitational Qualifier	Standard
Dan Paulsen	U/W Control	2014-09-13	Claremont	1st	73857	Invitational Qualifier	Standard
Jamie Combs	U/R Devotion	2014-09-13	Claremont	2nd	73858	Invitational Qualifier	Standard
Anthony Ryba	Naya Hexproof	2014-09-13	Claremont	3rd	73859	Invitational Qualifier	Standard
Griffin Lussier	Jund Planeswalkers	2014-09-13	Claremont	4th	73860	Invitational Qualifier	Standard
Dylan Plourde	Mono-Black Aggro	2014-09-13	Claremont	5th	73861	Invitational Qualifier	Standard
Jesse Williams	Mono-Blue Devotion	2014-09-13	Claremont	6th	73862	Invitational Qualifier	Standard
Les Johns III	Mono-Red Aggro	2014-09-13	Claremont	7th	73863	Invitational Qualifier	Standard
Zev Chasan	R/W Aggro	2014-09-13	Claremont	8th	73864	Invitational Qualifier	Standard
Michael Rekow	Jund Planeswalkers	2014-09-14	Eau Claire	1st	73865	Invitational Qualifier	Standard
Jeremy Biesterveld	U/W Control	2014-09-14	Eau Claire	2nd	73866	Invitational Qualifier	Standard
Andrew Eichelkraut	R/W Aggro	2014-09-14	Eau Claire	3rd	73867	Invitational Qualifier	Standard
Ryan Uttke	Mono-Red Aggro	2014-09-14	Eau Claire	4th	73868	Invitational Qualifier	Standard
George Andrews	G/R Monsters	2014-09-14	Eau Claire	5th	73869	Invitational Qualifier	Standard
Alexander Volten	Abzan Midrange	2014-09-14	Eau Claire	6th	73870	Invitational Qualifier	Standard
Daniel Hendrickson	U/W Control	2014-09-14	Eau Claire	7th	73871	Invitational Qualifier	Standard
Corie Bergeron	W/R Aggro	2014-09-14	Eau Claire	8th	73872	Invitational Qualifier	Standard
Andrew Tenjum	U/W Control	2014-09-13	Glendale	1st	73873	Invitational Qualifier	Standard
Nick Kelnhofer	B/W Midrange	2014-09-13	Glendale	2nd	73874	Invitational Qualifier	Standard
Ranjan Predeep	B/G Midrange	2014-09-13	Glendale	3rd	73875	Invitational Qualifier	Standard
Thomas Kamenick	G/R Devotion	2014-09-13	Glendale	4th	73876	Invitational Qualifier	Standard
Eddie Song	Mono-Black Devotion	2014-09-13	Glendale	5th	73877	Invitational Qualifier	Standard
Michael Vorlob	Mono-Red Aggro	2014-09-13	Glendale	6th	73878	Invitational Qualifier	Standard
Nicholas Koeller	Naya Aggro	2014-09-13	Glendale	7th	73879	Invitational Qualifier	Standard
Nicholas Koeller	Naya Aggro	2014-09-13	Glendale	7th	73880	Invitational Qualifier	Standard
Rolands Lauzums	R/W Aggro	2014-09-13	Glendale	8th	73881	Invitational Qualifier	Standard
Ricky Linn	Jund Planeswalkers	2014-09-13	Clovis	1st	73896	Invitational Qualifier	Standard
